"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288"
2024,10,23,44,44,44,44,44,45,45,45,45,45,45,45,45,46,46,45,45,46,46,46,45,45,45,46,46,46,46,45,45,46,46,46,46,46,46,47,47,47,47,47,47,46,46,45,45,45,44,44,43,43,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,40,39,39,39,39,38,38,41,53,41,67,37,41,41,50,36,36,45,49,53,53,53,53,53,53,54,54,54,54,54,54,43,43,43,43,44,44,45,44,44,44,44,44,44,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,47,47,47,48,48,48,48,48,49,49,49,50,49,49,49,49,49,49,49,50,50,50,49,49,50,50,50,49,49,49,50,50,50,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,64,55,56,67,56,66,69,48,49,46,46,46,46,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,44,45,44,44,44,43,43,43,43,42,42,42,42,42,41,41,41,40,40,40,40,39,39,39,38,38,38,37,37,37,37,36,36,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,32,32,32,32
2024,10,24,32,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,30,49,49,64,31,37,37,47,31,31,41,46,50,50,50,51,51,51,51,51,51,51,51,51,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,42,42,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,42,42,42,42,42,42,42,42,42,42,42,43,42,43,43,43,43,43,43,43,44,44,44,44,44,44,44,45,45,45,45,45,45,45,46,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,54,55,66,65,66,69,49,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,47,47,47,46,47,47,47,46,46,46,46,45,45,45,45,45,45,45,45,45,44,44,44,45,45,45,44,43,44,44,44,43,42,42,43,43,43,42,42,42,41,41,41,41,41,40,39,38,38,38,37,37,37,37,36,36,35,35,35,35,34,34,34
2024,10,25,34,33,33,33,33,32,32,32,32,31,31,31,31,31,31,30,30,30,30,30,29,29,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,30,30,31,31,31,30,30,30,30,30,49,49,49,30,36,36,40,30,30,40,45,49,49,49,49,49,50,50,50,50,50,50,50,37,50,37,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,46,46,46,46,46,46,46,46,46,46,46,60,60,60,60,60,51,55,65,62,50,51,52,40,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,44,44,45,45,44,44,45,45,45,45,45,46,45,43,41,40,39,38,38,38,37,37,37,37,37,38,38,38,39,40,40,40,40,40,40,41,42,43,43,44,46,48,49,48,48,48,47,45,44,43,42,41,40,41,42,44,46
2024,10,26,46,46,45,44,43,42,42,42,44,46,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,47,47,47,47,46,45,44,43,43,42,42,42,42,42,42,42,43,42,42,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,44,44,45,45,45,45,46,46,46,50,49,50,51,59,55,58,61,50,50,50,50,50,50,50,50,50,50,50,51,51,50,49,49,49,49,48,48,48,48,48,47,48,48,48,48,48,49,49,49,49,49,49,49,49,49,48,47,47,47,47,47,47,47,47,47,49,48,48,48,48,49,49,49,49,49,49,58,49,49,58,58,50,50,50,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,65,65,68,68,65,68,68,68,67,73,67,67,67,67,67,57,59,53,68,53,63,48,46,46,46,47,47,47,47,47,47,47,47,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,45,45,45,45,45,44,44,44,43,43,43,43,42,42,42,42,42,42,41,41,40,40,40,40,40,40,39,39,39,39,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,36,35
2024,10,27,36,36,37,37,37,38,38,38,38,39,39,38,39,39,39,39,39,40,41,41,41,41,41,41,42,42,42,42,42,42,42,43,43,43,43,43,44,45,45,45,46,46,47,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,50,49,49,48,48,48,48,47,47,46,46,46,46,46,46,46,46,46,46,45,48,48,50,49,50,58,58,58,58,53,54,54,55,55,59,60,57,58,58,58,58,58,58,58,57,57,56,56,55,56,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,57,57,57,57,57,55,55,55,55,54,53,61,61,61,61,61,61,61,53,53,53,53,62,54,54,55,55,55,55,56,56,56,56,56,57,57,57,57,57,57,57,58,65,65,65,65,65,65,65,65,72,72,72,72,60,60,60,60,60,60,60,60,60,60,60,60,71,64,72,76,75,59,56,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,58,56,54,53,53,52,51,51,52,53,55,56,57,56,56,56,55,54,53,53,52,52,52,52,52,52,52,53,52,52,52,52,51,49,48,47,47,47,47,47,48,47,46,45,45,45,45,45,44,44,43,42,43,42,41,42,43,44,43,43,43,43,42
2024,10,28,43,43,42,41,40,39,39,39,39,37,37,37,37,37,37,37,37,37,36,36,37,37,37,37,37,38,38,39,40,40,41,41,41,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,43,43,43,44,44,45,45,45,45,46,46,47,47,47,47,47,47,47,47,47,50,61,59,48,47,50,48,48,52,60,60,60,60,60,60,56,56,56,56,56,57,57,58,58,58,58,59,59,59,59,60,60,60,60,60,60,60,61,60,60,61,61,61,60,60,61,61,61,61,61,58,59,60,60,60,60,59,59,60,60,59,60,59,59,59,59,59,59,59,59,60,60,59,59,59,59,59,59,66,66,59,59,59,58,59,59,59,58,65,66,66,66,66,66,59,58,66,66,66,66,66,66,66,73,73,73,73,72,72,72,72,72,72,72,72,72,61,61,60,72,64,65,65,72,79,64,58,58,56,56,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,55,55,55,55,55,55,54,54,54,54,54,53,53,53,53,52,52,50,49,49,50,50,50,50,49,48,48,48,48,48,47,46,46,46,45,44,43,43,42,42,42,42,42,41,41,41,39,37,36
2024,10,29,35,35,35,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,33,33,34,34,35,36,37,38,39,40,40,39,39,40,41,41,41,42,42,42,43,43,43,43,43,43,43,43,43,44,44,44,44,44,44,44,44,45,44,44,44,43,43,43,42,42,40,56,40,41,40,40,43,42,44,40,48,52,56,56,56,56,56,56,57,57,57,57,57,57,58,58,59,48,49,49,50,50,50,50,51,51,51,51,51,51,52,52,52,53,53,53,53,53,53,53,54,53,53,52,52,52,52,52,52,52,52,53,53,53,53,53,52,52,52,51,51,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,52,51,52,52,52,51,51,51,50,51,50,50,50,51,51,52,52,52,55,55,55,55,55,55,55,55,55,55,55,55,54,53,65,57,56,53,66,49,44,44,44,44,44,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,41,40,40,41,41,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,37,37,38
2024,10,30,37,37,37,38,38,37,37,38,38,38,38,38,38,38,38,39,38,37,37,37,37,37,37,37,37,36,36,36,36,36,37,38,39,39,40,40,40,41,41,42,43,43,44,44,45,46,46,47,47,47,47,47,48,48,48,48,48,48,49,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,53,52,54,50,50,57,64,64,64,64,64,64,64,64,64,64,65,65,65,55,55,56,56,56,56,56,56,56,56,56,56,56,57,56,56,56,56,56,55,55,55,55,55,56,55,55,54,54,54,54,53,53,53,53,53,53,53,53,52,52,51,51,51,51,51,50,51,51,51,51,50,50,50,50,50,50,50,51,50,50,50,50,50,50,50,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,51,51,52,53,53,53,53,54,54,54,55,55,55,68,68,61,52,73,59,57,62,66,55,56,56,56,56,56,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,55,55,55,55,55,54,54,54,53,53,53,53,53,53,52,52,52,51,51,50,50,50,50,49,49,49,49,49,48,48,48,48,48,47,48,48,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,46,46,46,46,46,45,45,44,44,45,45,44,44,44
2024,10,31,44,44,44,44,44,44,44,44,44,44,44,43,44,44,44,44,44,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,61,50,48,48,59,48,50,52,48,48,59,58,58,62,62,62,59,62,62,62,63,63,63,63,53,53,53,53,54,54,53,53,54,54,54,53,53,53,53,52,52,52,52,51,51,50,50,50,50,50,50,49,49,49,49,49,48,48,48,47,47,47,46,46,45,46,45,45,44,44,43,43,43,44,43,43,42,43,43,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,44,44,44,44,44,45,44,44,44,44,48,47,47,47,47,47,47,46,46,46,46,46,47,47,61,53,52,64,63,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,42,42,42,42,42,43,43,42,42,42,42,42,42,42,43,42,41,40,40,40,41,42,43,43,43,43,43,43,44,44,43,43,43,42,41,42,43,45,45,45,46,47
2024,11,1,48,48,47,47,47,47,47,46,46,45,46,46,46,46,46,46,46,46,46,46,45,45,45,44,44,44,44,44,44,44,44,43,42,42,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,38,38,39,39,39,39,38,38,38,38,37,37,37,36,36,35,35,34,34,35,35,35,35,35,35,36,36,36,36,40,39,41,36,35,44,48,51,51,51,51,51,50,50,50,50,50,50,51,51,51,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,46,47,44,47,46,47,48,50,51,52,53,54,55,54,52,51,62,53,53,66,64,51,58,40,41,42,42,44,45,45,47,48,48,49,51,51,51,50,50,50,50,50,50,50,50,51,50,50,49,49,49,50,51,51,52,53,53,53,53,52,52,53,53,53,53,53,53,53,52,51,51,52,52,52,52,52,52,51,51,51,51,51,51,51,50,50,50,48,47,46,45,45,45,45,45,45,45,46,46,47,47,47,47,48,48,48,48,47,48,48,48
2024,11,2,48,48,48,48,48,47,47,47,46,45,44,42,42,41,41,40,39,39,38,37,37,37,36,36,36,35,35,36,36,35,35,35,35,35,36,36,36,36,36,36,36,37,37,37,38,38,39,40,41,43,44,44,45,46,47,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,50,50,50,50,50,50,52,54,50,51,57,57,61,61,61,61,61,61,61,61,61,61,62,62,61,61,57,57,56,56,56,56,56,56,56,55,55,55,54,54,53,53,52,51,51,51,51,51,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,53,53,54,54,56,56,56,56,57,57,57,57,57,57,57,54,54,54,54,54,54,54,45,45,45,45,45,44,45,44,44,45,45,45,45,44,44,44,44,44,44,44,44,47,47,61,61,61,61,47,61,61,61,61,61,61,61,53,56,52,65,46,41,41,42,42,42,42,43,43,44,44,44,44,44,44,44,44,45,45,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,40,40,40,40,40,39,39,39,39,38,38,38,38,37,37,37,37,36,36,36,35,35,35,35,34,34,34,34,34,33,33,33,33,33,32,32,32,32,32,31,31
2024,11,3,31,31,31,31,31,31,30,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,32,32,32,32,33,33,33,33,33,34,34,38,51,38,35,35,35,38,40,35,35,35,44,44,49,49,49,49,49,49,49,49,49,49,49,50,45,45,45,45,45,45,45,45,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,55,55,55,55,55,47,47,47,47,47,47,55,56,56,56,56,57,57,57,57,57,57,57,57,57,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,53,53,53,53,53,53,53,43,43,43,44,44,47,61,61,61,61,61,61,61,61,61,61,61,61,64,64,61,41,65,60,46,41,41,41,41,42,42,42,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,41,41,41,41,41,41,41,42,42,43,43,44,44,44,44,44,44,44,43,43,43,43,43,42,42,41,41,41,41,40,40,40,39,40,40,39,39,39,39,39,38,38,38,37,37,37,37,37,36,36,37,37,37,37,36,37,36,35,35,34,34,34,34,33,33,33
2024,11,4,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,30,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,33,33,33,33,33,34,33,33,34,34,34,34,34,35,35,35,35,36,40,40,40,53,36,36,36,36,36,45,45,45,51,51,46,46,50,50,50,50,50,50,50,46,46,46,46,46,46,43,43,42,42,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,44,44,44,48,53,53,53,53,53,53,53,53,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,43,43,43,43,43,43,47,47,47,47,47,47,47,46,47,47,47,47,47,47,51,64,61,64,53,64,41,42,42,42,43,43,44,44,44,44,44,44,45,45,45,45,45,44,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,41,41,41,41,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,33,33,33,33,33,33,32,32
2024,11,5,32,32,32,32,32,31,31,31,31,31,31,31,31,31,30,30,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,32,32,32,33,33,33,33,34,34,34,34,34,34,34,34,35,35,49,35,35,35,35,35,35,35,41,50,50,50,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,46,46,46,46,47,47,47,47,47,43,47,47,47,47,43,43,43,43,43,44,44,44,44,44,44,44,44,44,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,46,47,47,47,47,47,47,47,46,47,47,61,61,46,51,52,52,63,53,47,44,42,42,42,42,43,43,43,43,44,44,44,44,44,45,45,45,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,41,41,42,42,43,43,43,42,43,43,43,42,40,38,38,38,37,37,37,36,36,36,36,35,35,34,34,34,34,33,33,33,33,33,32,32,32
2024,11,6,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,31,31,32,32,33,34,36,37,38,38,39,39,39,38,38,37,36,35,34,33,32,32,32,31,31,32,32,32,32,32,33,33,34,35,35,35,35,35,35,36,35,35,36,36,36,37,38,39,39,39,39,39,41,42,44,43,47,48,57,45,46,53,56,55,54,53,53,52,53,53,54,54,55,55,51,51,51,52,51,51,51,51,51,51,51,51,51,51,52,53,53,53,54,55,55,56,57,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,66,66,68,68,67,67,66,67,61,61,68,66,65,64,63,62,62,62,61,61,68,68,68,68,69,69,67,69,68,69,70,70,72,73,73,73,73,73,74,73,73,73,73,78,73,73,73,73,73,73,72,72,73,71,71,64,71,75,75,67,75,73,57,55,55,55,56,56,56,56,56,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,55,55,55,55,55,55,54,53,53,53,52,52,52,51,51,51,51,51,51,50,51,51,52,53,53,53,53,53,53,53,52,51,51,49,47,45,45,46,47,48,48,49,49,48,47,46,45,45,44,44,43,41,38,37,36,36,36,36,36,35,35,35,35,35,35
2024,11,7,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,36,32,33,38,42,33,33,47,47,47,47,47,52,52,49,49,49,48,48,48,43,44,44,44,45,46,45,44,44,44,44,45,45,45,45,45,45,45,45,45,45,45,46,46,46,46,47,43,43,43,43,43,43,43,43,44,44,44,44,43,43,44,45,47,48,47,45,45,43,43,44,43,43,43,43,43,43,43,43,43,43,43,44,44,45,45,45,45,45,45,45,46,47,47,47,46,45,45,45,45,45,48,49,49,49,49,49,49,48,47,47,48,48,48,48,61,52,64,53,61,58,44,41,42,42,42,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,43,43,43,43,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,44,44,43,42,42,42,42,43,43,43,42,42,42,42,41,41,41,40,40,39,39,39,39,39,38,38,38,37,37,37,37,36,36,36,36,36,36,36,35,35,35,35,35,35,34,34,34
2024,11,8,35,34,34,34,34,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,34,34,31,37,31,31,41,46,50,50,50,50,50,50,50,50,50,50,51,51,38,38,38,38,38,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,43,43,43,43,43,43,43,43,43,44,43,43,43,53,53,53,53,54,54,54,55,55,56,63,64,64,64,65,65,65,65,65,64,64,56,64,57,60,66,67,53,49,46,47,47,46,45,44,45,45,46,47,49,50,51,52,53,53,53,52,51,50,51,52,52,51,50,49,49,48,47,46,46,45,45,45,44,43,42,42,42,42,42,42,42,44,44,42,41,41,41,40,40,40,40,40,40,39,39,39,39,39,38,38,38,38,38,38,37,37,37,37,36,36,36,36,36,35,35,35,35,35,35,34,34,34,34,34,34,34,33,33
2024,11,9,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,33,34,34,35,35,35,34,34,34,34,35,35,35,34,35,35,35,35,35,35,35,35,36,36,36,36,36,37,37,37,37,38,38,38,38,38,38,38,39,38,39,39,39,39,40,42,39,42,53,40,40,52,56,56,56,56,56,56,56,56,56,57,57,57,57,46,46,47,46,46,45,45,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,50,50,50,49,53,53,53,54,53,53,54,54,54,54,54,54,55,58,56,72,71,65,50,50,50,50,51,51,51,52,52,52,53,53,53,53,53,53,54,53,54,53,53,53,53,53,53,53,53,53,53,53,53,53,52,52,52,52,52,51,51,51,50,49,49,48,48,47,46,45,45,45,45,44,43,43,43,42,42,42,42,42,41,41,41,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,36,35,35
2024,11,10,35,35,35,35,35,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,35,35,35,35,36,36,37,37,37,38,38,40,41,41,40,39,39,40,44,42,45,55,42,41,42,57,58,59,59,59,59,59,60,60,60,60,50,50,51,52,52,53,55,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,62,62,62,62,62,61,60,59,58,70,62,73,63,72,75,60,57,55,55,54,54,52,52,51,51,50,49,50,50,50,50,50,50,50,49,49,49,49,48,48,48,48,48,47,47,47,47,47,47,47,47,47,47,46,46,46,46,46,45,45,45,45,45,44,44,44,44,44,44,43,43,43,43,42,42,42,42,41,41,41,41,41,40,40,40,39,39,39,39,38,38,38,38,38,38,38,38,39,39,38,38,38,38,39,40,40
2024,11,11,41,42,42,42,42,43,43,43,42,43,44,45,46,45,45,47,47,47,47,47,47,47,48,47,47,46,47,47,47,47,47,45,44,42,40,39,38,39,42,44,44,43,41,41,41,41,41,40,41,43,44,43,42,41,41,41,41,41,42,42,42,42,42,42,43,43,43,42,43,43,43,44,44,45,45,47,47,48,49,51,50,53,62,51,51,64,64,64,64,64,64,64,64,65,65,65,65,65,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,58,59,59,59,59,58,57,57,57,56,56,56,57,56,56,56,56,56,56,56,55,55,55,55,54,54,54,53,53,54,54,54,54,54,54,54,54,53,53,52,51,51,50,50,50,50,49,49,52,52,52,52,49,49,52,52,52,52,52,52,52,52,52,52,64,55,53,57,64,64,49,49,47,47,48,48,48,49,49,50,50,50,50,50,51,51,52,52,52,52,53,53,53,54,55,55,54,53,53,53,54,54,55,55,55,55,55,56,56,57,57,57,57,56,56,56,56,56,56,55,55,55,55,55,55,54,54,54,54,54,54,54,53,53,53,53,53,52,50,49,48,48,48,48,48,48,49,50,51,51,50,49,48,46,45,45,45,44,43,43,43
2024,11,12,43,42,42,41,41,40,40,41,42,42,44,44,45,45,45,46,47,48,48,48,48,48,48,48,47,47,47,46,45,45,44,44,44,45,45,45,45,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,50,50,50,52,50,50,54,57,51,51,61,61,64,64,64,64,65,64,63,64,64,65,62,62,62,58,58,58,58,58,58,59,59,59,59,60,59,57,56,55,54,53,53,53,52,52,51,51,52,52,53,53,53,53,53,52,52,52,52,51,51,51,51,56,52,53,58,59,59,59,50,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,47,47,47,47,47,47,47,47,48,48,48,51,51,52,52,53,53,53,53,53,54,54,54,51,66,58,54,67,72,67,52,50,50,51,51,51,52,53,54,54,54,55,55,55,55,56,56,56,57,57,56,56,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,56,55,55,55,55,55,55,54,54,54,54,54,53,53,53,53,53,52,50,49,49,48,48,48,48,48,48,49,50,51,51,51,51,50,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,48,48
2024,11,13,48,46,45,45,46,46,47,46,45,45,44,44,44,43,41,40,40,40,40,41,40,40,39,40,40,40,40,39,39,39,39,39,39,39,39,39,38,37,37,37,37,37,37,37,38,39,40,40,42,42,43,44,44,45,46,46,47,47,47,47,47,48,48,48,48,49,49,49,48,47,46,45,44,44,43,43,42,42,43,45,41,45,49,41,42,57,57,58,58,58,58,58,58,59,59,60,60,61,61,51,51,51,52,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,53,53,53,53,52,52,51,51,50,50,50,50,50,49,49,49,49,49,47,47,47,48,48,48,49,49,49,49,50,50,50,50,50,50,50,51,51,51,51,51,51,51,52,53,54,54,54,53,52,51,51,52,52,51,51,51,51,50,50,52,52,52,52,52,52,52,51,51,51,51,48,49,56,56,65,68,66,48,47,47,48,48,49,49,50,50,50,51,51,51,51,51,51,52,52,52,51,50,50,50,50,49,49,49,49,49,48,48,48,48,48,48,48,47,47,47,46,46,46,46,45,45,45,44,43,42,42,42,42,42,42,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,39,39,39,39,39,38,38,37,37,37,37,37,37,37,37,37,37,37,38,38,37
2024,11,14,36,36,36,36,36,35,35,34,34,34,34,33,34,33,33,33,34,34,34,34,34,35,36,36,37,38,38,39,39,39,39,39,39,40,40,40,39,40,40,41,41,42,42,42,42,43,43,44,44,44,44,45,46,46,46,46,46,46,46,46,46,44,43,43,44,44,44,45,46,47,47,47,47,47,47,47,47,47,61,59,48,47,47,47,47,50,50,50,50,50,48,49,49,50,51,52,50,50,50,50,50,50,55,55,59,59,60,60,57,61,61,61,63,63,63,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,58,57,57,57,57,61,61,64,64,65,63,63,62,62,62,62,62,62,62,62,61,61,62,62,63,64,63,63,63,63,62,69,69,69,68,68,68,65,65,64,68,64,56,56,55,55,54,62,54,54,48,47,40,40,45,41,51,66,66,44,45,46,48,50,52,51,49,48,48,48,48,47,46,45,44,44,44,44,44,43,43,43,43,42,43,43,43,42,42,42,42,42,42,42,42,42,43,44,44,43,42,41,41,41,41,41,41,40,40,40,40,40,40,39,39,39,39,39,39,39,39,38,39,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,37,37,37,36,36,35
